filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (Transliterated),Place (Farsi),City (LCSH or Transliterated),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords/Chants/Slogans (English),Keywords/Chants/Slogans (Farsi),Names (Transliterated),Names (Farsi),Title (English),Title (Farsi),Genre,typeOfResource,"Lat, Lon"
diaspora2_104.mp4,۱۳۸۸/۸/۷,10/29/09,2009-10-29,,,Toronto (Ont.),تورنتو,Canada ,کانادا,"People gather in Toronto to plant two trees in memory of Neda Agha Soltan and Sohrab Arabi (two of the people killed at Iran's post-election unrest in 2009). The mayor of Toronto, David Miller, makes an appearance in this event and  speaks of human rights. Michael G. Ignatieff (the leader of the Liberal Party of Canada) and Martha Hall Findlay (member of the Canadian Parliament for Willowdale) sent a supportive message to the participants of the event. This event was organized by ""Solidarity with Iran"" group.","مردم در تورنتو برای کاشت درخت به یادبود ندا آقاسلطان و سهراب اعرابی گردهم جمع می شوند. شهردار تورنتو، دیوید میلر در این مراسم در مورد حقوق بشر و برابری سخنرانی می کند. مایکل ایگناتیا، رهبر حزب لیبرال کانادا، و مارتا هال فیندلی، عضو پارلمان ویلودیل، پیامی به منظور حمایت از مردم ایران به برگزارکنندگان این برنامه فرستادند. این برنامه توسط گروه ""همبستگی با ایران"" هماهنگ شده است.",Police Brutality / Solidarity with Iran,خشونت پلیس / همبستگی با ایران,David R. Miller / Martha Hall Findlay / Michael Ignatieff,دیوید ر. میلر / مارتا هال فیندلی / مایکل ایگناتیا,Tree planting in honor of Neda Agha-Soltan and Sohrab Arabi in Toronto,کاشت درخت برای یادبود ندا آقاسلطان و سهراب اعرابی در تورنتو,video recordings,moving image,"43.653226, -79.38318"
diaspora2_105.mp4,۱۳۸۸/۸/۷,10/29/09,2009-10-29,,,Toronto (Ont.),تورنتو,Canada ,کانادا,"People gather in Toronto to plant two trees in memory of Neda Agha Soltan and Sohrab Arabi (two of the people killed at Iran's post-election unrest in 2009). The mayor of Toronto, David Miller, makes an appearance in this event and  speaks of human rights. Michael G. Ignatieff (the leader of the Liberal Party of Canada) and Martha Hall Findlay (member of the Canadian Parliament for Willowdale) sent a supportive message to the participants of the event. This event was organized by ""Solidarity with Iran"" group.","مردم در تورنتو برای کاشت درخت به یادبود ندا آقاسلطان و سهراب اعرابی گردهم جمع می شوند. شهردار تورنتو، دیوید میلر در این مراسم در مورد حقوق بشر و برابری سخنرانی می کند. مایکل ایگناتیا، رهبر حزب لیبرال کانادا، و مارتا هال فیندلی، عضو پارلمان ویلودیل، پیامی به منظور حمایت از مردم ایران به برگزارکنندگان این برنامه فرستادند. این برنامه توسط گروه ""همبستگی با ایران"" هماهنگ شده است.",Police Brutality / Solidarity with Iran,خشونت پلیس / همبستگی با ایران,David R. Miller / Martha Hall Findlay / Michael Ignatieff,دیوید ر. میلر / مارتا هال فیندلی / مایکل ایگناتیا,Tree planting in honor of Neda Agha-Soltan and Sohrab Arabi in Toronto,کاشت درخت برای یادبود ندا آقاسلطان و سهراب اعرابی در تورنتو,video recordings,moving image,"43.653226, -79.38318"
diaspora2_106.mp4,۱۳۸۸/۸/۷,10/29/09,2009-10-29,,,Toronto (Ont.),تورنتو,Canada ,کانادا,"People gather in Toronto to plant two trees in memory of Neda Agha Soltan and Sohrab Arabi (two of the people killed at Iran's post-election unrest in 2009). The mayor of Toronto, David Miller, makes an appearance in this event and  speaks of human rights. Michael G. Ignatieff (the leader of the Liberal Party of Canada) and Martha Hall Findlay (member of the Canadian Parliament for Willowdale) sent a supportive message to the participants of the event. This event was organized by ""Solidarity with Iran"" group.","مردم در تورنتو برای کاشت درخت به یادبود ندا آقاسلطان و سهراب اعرابی گردهم جمع می شوند. شهردار تورنتو، دیوید میلر در این مراسم در مورد حقوق بشر و برابری سخنرانی می کند. مایکل ایگناتیا، رهبر حزب لیبرال کانادا، و مارتا هال فیندلی، عضو پارلمان ویلودیل، پیامی به منظور حمایت از مردم ایران به برگزارکنندگان این برنامه فرستادند. این برنامه توسط گروه ""همبستگی با ایران"" هماهنگ شده است.",Police Brutality / Solidarity with Iran,خشونت پلیس / همبستگی با ایران,David R. Miller / Martha Hall Findlay / Michael Ignatieff,دیوید ر. میلر / مارتا هال فیندلی / مایکل ایگناتیا,Tree planting in honor of Neda Agha-Soltan and Sohrab Arabi in Toronto,کاشت درخت برای یادبود ندا آقاسلطان و سهراب اعرابی در تورنتو,video recordings,moving image,"43.653226, -79.38318"
diaspora2_107.mp4,,,,Iran University of Science and Technology Dormitory,خوابگاه دانشگاه علم و صنعت ایران,Tehran (Iran),تهران,Iran,ایران,"The students of Iran University of Science and Technology scream ""Allahu Akbar"" (God is [the] Greatest ) at the university dorms. (The phrase ""Allahu Akbar"", was used during the Iranian revolution in 1979, as Iranians took to their roofs and shouted ""Allahu Akbar"" in defiance of the shah's regime. Iranians returned to the ritual in the aftermath of the fraudulent 2009 presidential election)","دانشجویان دانشگاه علم و صنعت از پنجره های خوابگاه فریاد ""الله اکبر"" سر می دهند.", Iran University of Science and Technology / Allahu Akbar ,دانشگاه علم و صنعت ایران / الله اکبر,,,"""Allahu Akbar"" chant from dorms","فریاد ""الله اکبر"" از خوابگاه",video recordings,moving image,"35.69439, 51.42151"
diaspora2_108.mp4,,,,Sharif University of Technology Dormitory,خوابگاه دانشگاه صنعتی شریف,Tehran (Iran),تهران,Iran,ایران,Video displays footage of students chanting “Allahu Akbar” in Sharif University of Technology dormitory. ,"ویدیو تصاویری از دنشجویان را در حال سر دادن شعار ""الّله اکبر"" در خوابگاه دانشگاه صنعتی",Allahu Akbar / Sharif University of Technology,الّله اکبر / دانشگاه صنعتی,,,Slogans in Sharif University of Technology Dormitory ,شعارها در خوابگاه دانشگاه صنعتی شریف,video recordings,moving image,"35.69439, 51.42151"
diaspora2_109.mp4,,,,,,,,Iran,ایران,"A large number of people gather in the streets and chant ""Down with the dictator"" and ""Allahu Akbar"" (God is [the] Greatest ) to show their anger at the government. They occupy the streets and light a fire to protest. (The phrase ""Allahu Akbar"", was used during the Iranian revolution in 1979, as Iranians took to their roofs and shouted ""Allahu Akbar"" in defiance of the shah's regime. Iranians returned to the ritual in the aftermath of the fraudulent 2009 presidential election)","گروه بزرگی از مردم به اعتراض در خیابان تجمع کرده و آتش روشن کرده اند. آن ها با خشم فریاد ""الله اکبر"" و ""مرگ بر دیکتاتور"" سرداده اند.", Bonfire / Allahu Akbar / Down with the Dictator, آتش / الله اکبر / مرگ بر دیکتاتور,,,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_110.mp4,,,,,,,,Iran,ایران,A large number of people gather in the streets and light a fire to protest. ,گروه بزرگی از مردم به اعتراض در خیابان تجمع کرده و آتش روشن کرده اند.,Bonfire, آتش,,,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_111.mp4,,,,,,,,Iran,ایران,"A large number of people gather in the streets and chant ""Death to Khamenei"",  ""Coup government, resign, resign"" and, ""Khamenei shame on you, leave the monarchy"" (sarcasm on republican constitution of Iran) to show their anger at the government. They occupy the streets and light a fire to protest. ","گروه بزرگی از مردم به اعتراض در خیابان تجمع کرده و آتش روشن کرده اند. آن ها با خشم فریاد ""مرگ بر خامنه ای"" ،""مرگ بر دیکتاتور""، ""ای دولت کودتا، استعفا، استعفا"" و ""خامنه ای حیا کن، سلطنت رو رها کن""  سرداده اند.","Bonfire / Death to Khamenei / Coup government, resign, resign / Khamenei shame on you, leave the monarchy", آتش / مرگ بر خامنه ای / ای دولت کودتا، استعفا، استعفا / خامنه ای حیا کن، سلطنت رو رها کن,Ali Khamenei ,علی,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_112.mp4,,,,,,,,Iran,ایران,A large number of people gather in the streets and light a fire to protest. ,گروه بزرگی از مردم به اعتراض در خیابان تجمع کرده و آتش روشن کرده اند.,Bonfire, آتش,,,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_113.mp4,,,,,,,,Iran,ایران,A large number of people gather in the streets and light a fire to protest. ,گروه بزرگی از مردم به اعتراض در خیابان تجمع کرده و آتش روشن کرده اند.,Bonfire, آتش,,,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_114.mp4,,,,,,,,Iran,ایران,"A large number of people gather in the streets and light a fire to protest. They invite others to join by chanting ""Don’t be afraid; we are all together""","گروه بزرگی از مردم به اعتراض در خیابان تجمع کرده و آتش روشن کرده اند. آن ها دیگران را با شعار ""نترسید، نترسید، ما همه با هم هستیم"" به همراه شدن تشویق می کنند.",Don’t be afraid; we are all together / Bonfire,نترسید، نترسید، ما همه با هم هستیم / آتش,,,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_115.mp4,,,,,,,,Iran,ایران,A large number of people gather in the streets and light a fire to protest. They try to stop a car that's been turned over from exploding and shout to warn others from fire and knives.,گروه بزرگی از مردم به اعتراض در خیابان تجمع کرده و آتش روشن کرده اند. آن ها سعی می کنند از منفجر شدن ماشین چپ شده ای جلوگیری کنند,Bonfire, آتش,,,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_116.mp4,,,,,,,,Iran,ایران,A large number of people gather in the streets and light a bus in fire to protest. ,گروه بزرگی از مردم به اعتراض در خیابان تجمع کرده و سعی می کنند با به آتش کشیدن اتوبوسی، خشم خود را نشان دهند.,Bonfire, آتش,,,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_117.mp4,,,,,,,,Iran,ایران,"A large number of people gather in the streets and light a fire to protest. They invite others to join by chanting ""Don’t be afraid; we are all together""","گروه بزرگی از مردم به اعتراض در خیابان تجمع کرده و آتش روشن کرده اند. آن ها دیگران را با شعار ""نترسید، نترسید، ما همه با هم هستیم"" به همراه شدن تشویق می کنند.",Don’t be afraid; we are all together / Bonfire,نترسید، نترسید، ما همه با هم هستیم / آتش,,,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_118.mp4,,,,,,,,Iran,ایران,People gather in the streets and create chaos by moving street signs and fences to express their anger towards the government.,مردم در خیابان ها جمع شده و برای نشان دادن خشم خود، تابلوهای خیابان ها و نرده های کنار خیابان ها را جا به جا می کنند.,Bonfire, آتش,,,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_119.mp4,,,,,,,,Iran,ایران,A large number of people gather in the streets and light a police car on fire to protest. ,گروه بزرگی از مردم به اعتراض در خیابان تجمع کرده و برای نشان دادن خشم خود، ماشین پلیسی را به آتش کشیده اند.,Bonfire, آتش,,,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_120.mp4,,,,,,,,Iran,ایران,"A large number of people gather in the streets and chant ""Canon, tank,  and Basiji have no effect anymore"" (Military forces won’t stop us) to show their anger at the government. They occupy the streets and light a fire to protest. ","گروه بزرگی از مردم به اعتراض در خیابان تجمع کرده و آتش روشن کرده اند. آن ها با خشم فریاد ""توپ، تانک، بسیجی","Bonfire / Canon, tank,  and Basiji have no effect anymore / Basiji",آتش / توپ، تانک، بسیجی,,,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_121.mp4,,,,,,,,Iran,ایران,"A large number of people gather in the streets and chant ""Down with the dictator"" and ""Allahu Akbar"" (God is [the] Greatest ) to show their anger at the government. They occupy the streets and light a fire to protest. (The phrase ""Allahu Akbar"", was used during the Iranian revolution in 1979, as Iranians took to their roofs and shouted ""Allahu Akbar"" in defiance of the shah's regime. Iranians returned to the ritual in the aftermath of the fraudulent 2009 presidential election)","گروه بزرگی از مردم به اعتراض در خیابان تجمع کرده و آتش روشن کرده اند. آن ها با خشم فریاد ""الله اکبر"" و ""مرگ بر دیکتاتور"" سرداده اند.", Bonfire / Allahu Akbar / Down with the Dictator, آتش / الله اکبر / مرگ بر دیکتاتور,,,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_122.mp4,,,,,,,,Iran,ایران,A large number of people gather in the streets and light a fire to protest. ,گروه بزرگی از مردم به اعتراض در خیابان تجمع کرده و آتش روشن کرده اند.,Bonfire, آتش,,,Protest in the streets,تظاهرات در خیابان ها,video recordings,moving image,
diaspora2_123.mp4,۱۳۸۸/۸/۸,10/30/09,2009-10-30,,,Kerman,کرمان,Iran,ایران,"A group of people chant ""Freedom of thought can't be reached by growing beard and excess hair"" (referring to Basiji’s dirty and scruffy appearance) and ""Long live Mousavi; long endure Karroubi"" at a concert by Mohsen Yeganeh in city of Kerman.","مردم در کنسرت محسن یگانه در کرمان شعار ""آزادی اندیشه، با ریش و پشم نمیشه"" و ""موسوی زنده باد، کروبی پاینده باد"" سر می دهند.",Freedom of thought can't be reached by growing beard and excess hair / Long live Mousavi; long endure Karroubi,آزادی اندیشه، با ریش و پشم نمیشه / موسوی زنده باد، کروبی پاینده باد,Mohsen Yeganeh,محسن یگانه,Protest at Mohsen Yeganeh's concert,شعار دادن مردم در کنسرت محسن یگانه,video recordings,moving image,"30.283937, 57.0833628"
diaspora2_124.mp4,۱۳۸۸/۵/۱,7/23/09,2009-07-23,,,Tehran (Iran),تهران,Iran,ایران,"Mother of Sohrab Arabi (19-year-old who was killed in the 2009 post-election unrest in Iran) speaks of her struggle in trying to find her son after he disappeared in the peaceful protests. She wasn't able to find any sign of him and his name was not in any of the lists that the government was releasing (Those who died, those who were arrested, those who were imprisoned, etc.).",مادر سهراب اعرابی درباره ناپدید شدن پسرش در تظاهرات مسالمت آمیز بعد از انتخابات صحبت می کند. او برای پیدا کردن پسرش مراحل گوناگونی را می گذراند اما موفق به پیدا کردن پسرش نمی شود و حتی اسم او را در هیچ یک از لیست های دولتی پیدا نمی کند (کشته شدگان، بازداشت شدگان، زندانیان و غیره).,Prisoner of Conscience / Police Brutality ,زندانی عقیدتی,Sohrab Aarabi,سهراب اعرابی,Mother of Sohrab Arabi speaks at Tehran city council,مادر سهراب اعرابی در شورای شهر تهران صحبت می کند,video recordings,moving image,"35.689198, 51.388974"
diaspora2_125.mp4,۱۳۸۸/۵/۱,7/23/09,2009-07-23,,,Tehran (Iran),تهران,Iran,ایران,Video displays footage of Mother of Sohrab Aarabi talking about Iran’s post-election cirmucstances and her personal experience. ,ویدیو تصاویری از مادر سهراب اعرابی را در حال صحبت پیرامون شرایط پس از انتخابات ایران و تجربه شخصی,Prisoner of Conscience / Police Brutality ,زندانی عقیدتی,Sohrab Aarabi,سهراب اعرابی,Mother of Sohrab Arabi speaks at Tehran city council,مادر سهراب اعرابی در شورای شهر تهران صحبت می کند,video recordings,moving image,"35.689198, 51.388974"
diaspora2_126.mp4,,,,,,Tehran (Iran),تهران,Iran,ایران,"Video displays footage of a representative of Islamic Consultative Assembly making a humorous threat to another by saying: “If you say there has been any deception, we will take you to Kahrizak prison.” ","ویدیو تصاویری از مجلس شورای اسلامی را نشان میدهد که در آن یک نماینده مجلس به دیگری در باب تهدیدی مزاح آمیز میگوید: ""اگه بگی",Islamic Consultative Assembly of Iran / Kahrizak,مجلس شورای اسلامی / کهریزک ,Larijani,لاریجانی,Parliament Representative’s Sense of humor,شوخ طبعی نماینده مجلس ,video recordings,moving image,"35.689198, 51.388974"
diaspora2_127.mp4,,,,,,,,,,"Upon winning the Freedom to Create prize, Mohsen Makhmalbaf (renowned Iranian director) dedicates the award to the “spiritual father of the green movement” Ayatollah Montazeri and the financial prize to the green movement NGO.","محسن مخملباف جایزه ""آزادی برای خلق کردن"" را به ""پدر معنوی جنبش سبز"" آیت الله منتظری تقدیم میکند. او همچنین پولی که همراه با این جایزه می آید را به ان جی او ""جنبش سبز"" که سعی در بهبود اوضاع آسیب دیدگان این حوادث دارد، اهدا می کند",Freedom to Create , آزادی برای خلق کردن,Mohsen Makhmalbaf / Hussein-Ali Montazeri,محسن مخملباف / حسین علی,"Makhmalbaf Receives ""Freedom to Create"" Award","محسن مخملباف جایزه ""آزادی برای خلاقیت"" را دریافت می کند",video recordings,moving image,
diaspora2_128.mp4,۱۳۸۸/۴/۲۲,7/13/09,2009-07-13,Behesht-e Zahra,بهشت زهرا,Tehran (Iran),تهران,Iran,ایران,Many people take part in Sohrab Arabi’s funeral in support of his mother and to express anger at the government for the cruel actions that have victimized Sohrab’s family and many others. His mother weeps over the body and speaks of the struggle they made her go through just to have her find out he was dead by being shot in the heart. (Sohrab Arabi was a 19-year-old who disappeared at the peaceful protests after the elections and was returned dead to his family),عده زیادی از مردم در به خاکسپاری سهراب اعرابی شرکت می کنند تا مادر او را همراهی کنند و اعتراض خود را به دولت نشان دهند. مادر او در حالی که بر سر قبر وی اشک می ریزد، از سختی هایی که دولت بر آن ها گذرانده می گوید. ,Prisoner of Conscience / Police Brutality ,زندانی عقیدتی,Sohrab Aarabi,سهراب اعرابی,Sohrab Arabi's Funeral,خاکسپاری سهراب اعرابی,video recordings,moving image,"35.69439, 51.42154"
diaspora2_129.mp4,۱۳۸۸/۴/۲۲,7/13/09,2009-07-13,Behesht-e Zahra,بهشت زهرا,Tehran (Iran),تهران,Iran,ایران,Many people take part in Sohrab Arabi’s funeral in support of his mother and to express anger at the government for the cruel actions that have victimized Sohrab’s family and many others. His mother weeps over the body and speaks of the struggle they made her go through just to have her find out he was dead by being shot in the heart. (Sohrab Arabi was a 19-year-old who disappeared at the peaceful protests after the elections and was returned dead to his family),عده زیادی از مردم در به خاکسپاری سهراب اعرابی شرکت می کنند تا مادر او را همراهی کنند و اعتراض خود را به دولت نشان دهند. مادر او در حالی که بر سر قبر وی اشک می ریزد، از سختی هایی که دولت بر آن ها گذرانده می گوید. ,Prisoner of Conscience / Police Brutality ,زندانی عقیدتی,Sohrab Aarabi,سهراب اعرابی,Sohrab Arabi's Funeral,خاکسپاری سهراب اعرابی,video recordings,moving image,"35.69439, 51.42154"
diaspora2_130.mp4,۱۳۸۸/۴/۲۲,7/13/09,2009-07-13,Behesht-e Zahra,بهشت زهرا,Tehran (Iran),تهران,Iran,ایران,Many people take part in Sohrab Arabi’s funeral in support of his mother and to express anger at the government for the cruel actions that have victimized Sohrab’s family and many others. His mother weeps over the body and speaks of the struggle they made her go through just to have her find out he was dead by being shot in the heart. (Sohrab Arabi was a 19-year-old who disappeared at the peaceful protests after the elections and was returned dead to his family),عده زیادی از مردم در به خاکسپاری سهراب اعرابی شرکت می کنند تا مادر او را همراهی کنند و اعتراض خود را به دولت نشان دهند. مادر او در حالی که بر سر قبر وی اشک می ریزد، از سختی هایی که دولت بر آن ها گذرانده می گوید. ,Prisoner of Conscience / Police Brutality ,زندانی عقیدتی,Sohrab Aarabi,سهراب اعرابی,Sohrab Arabi's Funeral,خاکسپاری سهراب اعرابی,video recordings,moving image,"35.69439, 51.42154"
diaspora2_131.mp4,۱۳۸۸/۴/۲۲,7/13/09,2009-07-13,Behesht-e Zahra,بهشت زهرا,Tehran (Iran),تهران,Iran,ایران,A large group of people gather to remember Sohrab Arabi on his funeral and express anger at the government by chanting “Allahu Akbar” and “Our Sohrab is not dead; it’s the government that has died”.,"گروه بزرگی از مردم در روز خاکسپاری سهراب اعرابی، برای بزرگداشت او و اعتراض به دولت، گردهم جمع می شوند.  آن ها برای ابراز اعتراض خود فریاد ""الله اکبر"" و ""سهراب ما نمرده، این دولته که مرده"" سر می دهند. ",Prisoner of Conscience / Police Brutality / Allahu Akbar / Our Sohrab is not dead; it’s the government that has died,زندانی عقیدتی,Sohrab Aarabi,سهراب اعرابی,Sohrab Arabi's Funeral,خاکسپاری سهراب اعرابی,video recordings,moving image,"35.69439, 51.42154"
diaspora2_132.mp4,۱۳۸۸/۵/۱۵,8/6/09,2009-08-06,,,Kermanshah,کرمانشاه,Iran,ایران,A large number of people gather at a memorial for Kianoosh Asa. (Asa was a student who was killed in post-election unrest in Iran),عده ای زیادی از مردم در روز چهلم کیانوش آسا در مراسم یادبود او شرکت می کنند.,Prisoner of Conscience / Police Brutality ,زندانی عقیدتی,Kianoosh Asa,کیانوش آسا,Memorial for Kianoosh Asa,چهلم کیانوش آسا,video recordings,moving image,"34.32769, 47.077768"
diaspora2_133.mp4,۱۳۸۸/۵/۱۵,8/6/09,2009-08-06,,,Kermanshah,کرمانشاه,Iran,ایران,"People gather to potest in memorial of Kianoosh Asa and thank the police for allowing their demonstration by chanting ""The police, thank you, thank you"". (Asa was a student who was killed in post-election unrest in Iran)","مردم به مناسبت چهلم کیانوش آسا تظاهرات می کنند و به دلیل همکاری پلیس شعار ""نیروی انتظامی، تشکر، تشکر"" سر می دهند.","Prisoner of Conscience / Police Brutality / Police, thank you, thank you",زندانی عقیدتی,Kianoosh Asa,کیانوش آسا,Memorial for Kianoosh Asa,چهلم کیانوش آسا,video recordings,moving image,"34.32769, 47.077768"
diaspora2_134.mp4,,,,Behesht-e Zahra,بهشت زهرا,Tehran (Iran),تهران,Iran,ایران,People gather at Amir Javadifar's funeral to commemorate him and recite a revolutionary poem in rememberance of martyrs. (Amir Javadifar was arrested at the post-election unrest in Iran and was killed under torture),مردم برای گرامیداشت امیر جوادی فر در مراسم به خاکسپاری او جمع می شوند و شعری انقلابی به یاد شهیدان می خوانند.,Police Brutality / Kahrizak / Torture,خشونت پلیس / کهریزک / شکنجه,Amir Javadifar,امیر جوادی فر,Amir Javadifar's funeral,خاکسپاری امیر جوادی فر,video recordings,moving image,"35.5347, 51.3627"
diaspora2_135.mp4,,,,,,Tehran (Iran),تهران,Iran,ایران,People gather after Amir Javadifar's funeral to commemorate him. (Amir Javadifar was arrested at the post-election unrest in Iran and was killed under torture),مردم برای بزرگداشت امیر جوادی فر در روز خاکسپاری او جمع می شوند.,Police Brutality / Kahrizak / Torture,خشونت پلیس / کهریزک / شکنجه,Amir Javadifar,امیر جوادی فر,Amir Javadifar's funeral,خاکسپاری امیر جوادی فر,video recordings,moving image,"35.689198, 51.388974"
diaspora2_136.mp4,۱۳۸۸/۷/۱۹,10/11/09,2009-10-11,,,Nuremberg (Germany),نورنبرگ,Germany,آلمان,"Mohsen Makhmalbaf, prominent Iranian filmmaker, dedicates his ""Lifetime Achievement Award"" from Nuremberg Human rights film festival to Mahdi Karroubi (one of the opposition leaders in the 2009 postelections unrest).","محسن مخملباف جایزه ""یک عمر دستاورد"" خود را که در فستیوال حقوق بشر نورنبرگ به او داده شد، به مهدی کروبی اهدا می کند.",Lifetime Achievement Award / Nuremberg Human Rights Film Festival ,جایزه یک عمر دستاورد / جشنواره فیلم حقوق بشر نورنبرگ ,Mohsen Makhmalbaf / Mehdi Karroubi,محسن مخملباف / مهدی کروبی,Makhmalbaf dedicates Lifetime Achievement award to Mahdi Karoubi,مخملباف جایزه یک عمر دستاورد خود را به مهدی کروبی تقدیم می کند.,video recordings,moving image,"49.45203, 11.076749"
diaspora2_137.mp4,۱۳۸۸/۸/۱۸,11/9/09,2009-11-09,Allameh Tabataba'i University,دانشگاه علامه طباطبایی,Tehran (Iran),تهران,Iran,ایران,"In a debate organized by Basij, Mostafa Kavakebian (Iranian reformist politician and former representitive at the parliament of Iran) and Ayatollah Rasaii (conservative politician and Tehran Representative in the Parliament and a strong supporter of Mahmoud Ahmadinejad's second term) discussed the legitimacy of the post-election unrest in the context of ""The law and legalism from the perspective of Imam Khomeini"". (Khomeini was a prominent figure in Iran's 1979 revolution. He established the ""Islamic government"".)","در مناظره ای با محور ""قانون و قانونگرایی از منظر امام خمینی(ره)"" به دعوت بسیج، مصطفی کواکبیان و حجت",2009 Election / Basij / Police Brutality ,انتخابات ۱۳۸۸ / بسیج / خشونت پلیس,Mostafa Kavakebian / Hamid Rasaei,مصطفی کواکبیان / حمید رسایی,Kavakebian and Rasaii debate,مناظره رسایی و کواکبیان,video recordings,moving image,"35.69439, 51.42154"
diaspora2_138.mp4,,,,,,,,,,"In an interview with BBC Persian, Caspian Makan, fiance of Neda Agha Soltan (one of the people killed in the post-election unrest in Iran) speaks of his traumatic experience in jail, being interrogated by the government officers. He mentions that they beat him up and had assured him he was going to be executed.",در مصاحبه ای با بی بی سی فارسی، کاسپین ماکان (نامزد ندا آقاسلطان) در مورد بازداشت شدن توسط مامورین دولتی و کتک خوردن توسط آن ها صحبت می کند. وی می گوید مامورین به او گفته بودند که او قطعا اعدام خواهد شد.,Police Brutality  ,خشونت پلیس,Caspian Makan,کاسپین ماکان,Caspian Makan Interview with BBC Persian,مصاحبه بی بی سی با کاسپین ماکان,video recordings,moving image,
diaspora2_139.mp4,۱۳۸۸/۹/۲۷,12/18/09,2009-12-18,,,Tehran (Iran),تهران,Iran,ایران,"BBC correspondent in Tehran conducts a rare interview with Mehdi Karroubi (one of the opposition leaders in the post-elections unrest) at his home in Tehran. Karroubi speaks of the different restrictions and limitations that they face today in working with their party. He also mentions the government's hypocrisy in banning interviews and such with international media considering Imam Khomeini used the same media to spread his ideas. (Khomeini was a prominent figure in Iran's 1979 revolution. He established the ""Islamic government"".) Karroubi believes that the response to the allegations, such as the shutting down of his office and increasing pressure on people, so much so that they are forced to leave the country, is another sign of the allegations being true. In response to the hints from the government that the leaders might get arrested, Karroubi says that he is ready for it if it happens to be the case, but he believes that would be ironic given that he helped create the regime and he predicts that it will not happen.",در مصاحبه ای با خبرنگار بی بی سی در تهران، مهدی کروبی در مورد حوادث و شرایط پس از انتخابات صحبت می کند.  او محدودیت های فعالیت حزبی و ممنوعیت مصاحبه با رسانه های خارجی را بر خلاف روش های انقلاب می داند چرا که امام خمینی از طریق همین رسانه ها پیام های خویش را پخش کرد. کروبی معتقد است که عکس العمل دولت به شکایت ها خود مبنی بر درست بودن شکایت هاست. در رابطه با دستگیر شدن سران اعتراضات، کروبی می گوید که آماده است اما حدس می زند که این اتفاق بیفتد چرا که او خود از بنیانگذاران این رژیم بوده است.,2009 Election ,انتخابات ۱۳۸۸ ,Mehdi Karroubi,مهدی کروبی,BBC interviews Mehdi Karroubi in his home,مصاحبه بی بی سی با مهدی کروبی در خانه اش,video recordings,moving image,"35.689198, 51.388974"
diaspora2_140.mp4,۱۳۸۸/۹/۱,11/22/09,2009-11-22,,,London (UK),لندن,United Kingdom,انگلستان,"Maziar Bahari, in an interview with Fareed Zakaria (CNN reporter), speaks about his arrest and interrogation by the government for the charge of “masterminding the western media in Iran”. He speaks of the psychological pressure imposed on him by the interrogators and having to live with the threat of being executed at any moment for about 3 months. In response to Zakaria’s question about physical torture, he says that there was physical torture but it was the psychological aspect that was more effective. He says that they wanted him to give them facts about other individuals so that they could charge them. He mentions that solitary confinement was the most difficult part of prison.  Near the end of his imprisonment the attitude towards him began to change and he believes it is because of the international attention including Fareed Zakaria’s talk with Hillary Clinton about Bahari. ",مازیار بهاری، در مصاحبه ای با فرید زکریا (خبرنگار سی ان ان) در مورد بازداشت و بازجویی توسط دولت به اتهام همکاری و تحریک رسانه های غربی صحبت می کند. او در مورد فشارهای روحی و شرایط سخت سلول انفرادی صحبت می کند و آن را از بدترین قسمت های زندان می داند. او شکنجه های روحی را خیلی سخت تر از شکنجه های بدنی که بر او وارد می شد می داند. وی می گوید که بازپرسان از او می خواستند که در مورد افراد مختلف اتهام تراشی کند. او می گوید که در اواخر دوران زندان رفتار بازپرسان و سایرین با او فرق می کرد و او علت این را توجه جهانی و مخصوصا توجه هیلاری کلینتون به او می داند. ,Prisoner of Conscience / Police Brutality ,زندانی عقیدتی,Fareed Zakaria / Maziar Bahari,مازیار بهاری / فرید زکریا,Fareed Zakaria inteviews Maziar Bahari,مصاحبه فرید زکریا با مازیار بهاری,video recordings,moving image,"51.50735, -0.127758"
